Ano,Mês,Dia,Data,Tema,Ação,Tipo,Explicação,Situação,Classificação,Link,,
,,,14/05/2021,Terras,"Estabelece, no âmbito do Ministério da Agricultura, Pecuária e Abastecimento, procedimentos gerais complementares para a análise dos dados do Cadastro Ambiental Rural - CAR e para integração dos resultados da análise ao Sistema de Cadastro Ambiental Rural - SICAR e dá outras providências.",Portaria,"PORTARIA MAPA Nº 121, DE 12 DE MAIO DE 2021","Estabelece procedimentos gerais complementares para a análise dos dados do Cadastro Ambiental Rural (CAR) e para integração dos resultados da análise dos dados ao Sistema de Cadastro Ambiental Rural (Sicar). Dentre os novos procedimentos está a análise automática que será processada por meio do cruzamento geoespacial entre os dados declarados pelos proprietários ou possuidores rurais. As bases de dados de referência serão obtidas a partir de técnicas de sensoriamento remoto e/ou de bases oficiais produzidas pelo Poder Público. Suas definições técnicas para uso no Sicar ficam sob responsabilidade do Serviço Florestal Brasileiro. O Sicar adotará a malha municipal fornecida pelo IBGE, para fins de identificação da localização do imóvel rural declarado no CAR, e nos casos em que não for possível a análise automática, em função de aspectos naturais e artificiais do imóvel rural, os cadastros serão encaminhados para análise dos órgãos competentes por outros meios, nos termos da Instrução Normativa MMA nº 02, de 2014. O Serviço Florestal Brasileiro, por meio do SICAR, disponibilizará as informações declaradas no CAR, relativas às Áreas de Preservação Permanente, de Reserva Legal e de uso restrito. Em casos de sobreposição do imóvel rural com Terras Indígenas, Unidades de Conservação, Terras da União, áreas consideradas impeditivas pelos órgãos competentes ou embargadas, o cadastro será considerado “pendente” e não “suspenso”. A norma não especifica quais fases de homologação/demarcação serão consideradas para a definição das Terras Indígenas.",Regulação,,,
,,,14/05/2021,Biodiversidade,"Aprova o Plano de Manejo do Parque Nacional da Amazônia, nos Estados do Amazonas e Pará (Processo n° 02070.006660/2019-14)",Portaria,"PORTARIA Nº 239, DE 19 DE ABRIL DE 2021","Aprova o Plano de Manejo do Parque Nacional da Amazônia, que foi aprovado pelo Comitê Gestor do ICMBio, conforme estabelecido pela Portaria n° 298, de 26 de junho de 2019.O Plano será disponibilizado na sede da unidade de conservação, no centro de documentação e no portal do Instituto Chico Mendes de Conservação da Biodiversidade.",Regulação,,,
,,,14/05/2021,Biodiversidade,Altera parte do Plano de Manejo da Área de Relevante Interesse Ecológico Mata de Santa Genebra (Processo n° 02126.003825/2018-22),Portaria,"PORTARIA Nº 301, DE 11 DE MAIO DE 2021","Efetua alterações pontuais no Plano da Área de Relevante Interesse Ecológico Mata de Santa Genebra, no estado de SP, aprovado pela Portaria ICMBio nº 64/2010. As alteração são referentes à atualizações do zoneamento conforme alterações aprovadas no Plano de Manejo e aprovação da da zona de amortecimento através do reconhecimento da portaria conjunta 01/12 da prefeitura de Campinas, Prefeitura de Paulinia e Fundação José Pedro. ",Regulação,,,
,,,14/05/2021,Energia,Comunica os agentes econômicos do setor de petróleo e gás natural e aos demais interessados que realizará Audiência Pública,Aviso,AVISO DE AUDIÊNCIA PÚBLICA ANP Nº 6/2021,"Divulga audiência pública para a nova versão do Edital da Oferta Permanente em função da atualização dos blocos com risco exploratório e áreas com acumulações marginais em oferta para outorga de contratos de concessão para exploração ou reabilitação e produção de petróleo e gás natural.A áreas e outras informações estão disponíveis em http://rodadas.anp.gov.br/pt/oferta-permanente/consulta-publica-e-audiencia-publica e https://www.gov.br/anp/pt-br/assuntos/consultas-e-audiencias-publicas. A audiência será realizada em 02 de junho de 2021, das 15:00 às 17:30 horas, por meio de videoconferência.",Desestatização,,,
,,,13/05/2021,Meio Ambiente,Autoriza o Prevfogo a contratar Brigadas Federais para a prevenção e combate aos incêndios florestais.,Portaria,"PORTARIA Nº 1.070, DE 12 DE MAIO DE 2021","Autoriza o Prevfogo a contratar brigada federal temporária para a prevenção e combate aos incêndios florestais em municípios de GO, TO, MT, AC, AM, AP, BA, MA, MS, PA, PI, RO, RR, MG, CE, PE, RJ, DF, AC.",Resposta,,,
,,,13/05/2021,Indígena,"Dispõe sobre o emprego da Força Nacional de Segurança Pública - FNSP, em apoio à Fundação Nacional do Índio, nas Terras Indígenas Munduruku e Sai-Cinza, no Estado do Pará.",Portaria,"PORTARIA MJSP Nº 215, DE 12 DE MAIO DE 2021","Autoriza o  emprego da Força Nacional de Segurança Pública, em apoio à Fundação Nacional do Índio, nas Terras Indígenas Munduruku e Sai-Cinza, situadas no Município de Jacareacanga, no Estado do Pará, nas atividades e nos serviços imprescindíveis à preservação da ordem pública e da incolumidade das pessoas e do patrimônio, em caráter episódico e planejado, por noventa dias, no período de 23 de maio de 2021 até 20 de agosto de 2021.",Resposta,,,
,,,13/05/2021,Biodiversidade,Dispõe sobre as normas gerais para o planejamento e a implementação do uso público nas unidades de conservação federais.,Portaria,"PORTARIA Nº 289, DE 3 DE MAIO DE 2021","Estabelece os princípios, diretrizes e normas gerais de uso público para o planejamento e a estruturação da visitação nas Unidades de Conservação federais administradas pelo ICMBio, com determinações sobre os instrumentos de gestão que compõem o portfólio do plano de uso público. Este ato normativo não se aplica à Reserva Particular do Patrimônio Natural - RPPN, por se tratar de área de domínio privado, servindo apenas como referência orientativa para o desenvolvimento do uso público nessas unidades de conservação. Em Unidades de Conservação que ainda não possuam plano de manejo aprovado, poderão ser desenvolvidas ações de manejo de uso público, devidamente justificadas e amparadas em planejamento simplificado transitório, com caráter provisório, somente nas áreas de domínio público da União onde já existam atividades de visitação consolidadas. Regramentos gerais de atividades e serviços de apoio à visitação serão previstos em portarias, instruções normativas e referências técnicas adotadas pelo Instituto.",Regulação,,,
,,,13/05/2021,Institucional,"Instituir, no âmbito da Secretaria-Executiva do Ministério de Minas e Energia, o Comitê Gestor do Projeto de Assistência Técnica dos Setores de Energia e Mineral - META.",Portaria,"PORTARIA Nº 511, DE 7 DE MAIO DE 2021","Instituir, no âmbito da Secretaria-Executiva do Ministério de Minas e Energia, o Comitê Gestor do Projeto de Assistência Técnica dos Setores de Energia e Mineral - META, com a finalidade de coordenar e monitorar as ações do Projeto de Assistência Técnica dos Setores de Energia e Mineral - META, Segunda Fase, financiadas com recursos advindos do Banco Internacional para a Reconstrução e Desenvolvimento - BIRD.",Planejamento,,,
,,,13/05/2021,Institucional,"Constituir, no âmbito da Secretaria-Executiva do Ministério de Minas e Energia, a Unidade de Gestão de Projeto - UGP/SE, com a finalidade de gerir as ações do Projeto de Assistência Técnica dos Setores de Energia e Mineral - META",Portaria,"PORTARIA Nº 510, DE 7 DE MAIO DE 2021","Constitui, no âmbito da Secretaria-Executiva do Ministério de Minas e Energia, a Unidade de Gestão de Projeto - UGP/SE, com a finalidade de gerir as ações do Projeto de Assistência Técnica dos Setores de Energia e Mineral - META, Segunda Fase, financiadas com recursos advindos do Banco Internacional para a Reconstrução e Desenvolvimento - BIRD. A Unidade de Gestão do Projeto - UGP/SE tem a seguinte composição: I - Coordenador-Geral; II - Coordenador-Geral Substituto; III - Coordenador de Planejamento, Controle e Finanças; IV - Coordenador Administrativo; V - Coordenador Técnico; VI - Coordenador de Relações Internacionais e Corporativas; e VII - Comissão Permanente de Licitação da UGP/SE - CPL/UGP/SE.",Planejamento,,,
,,,13/05/2021,Biodiversidade,"Aprova a Resolução CPPI nº 170, de 19 de abril de 2021.",Resolução,"RESOLUÇÃO CPPI Nº 177, DE 27 DE ABRIL DE 2021","Aprova a Resolução nº 170, de 19 de abril de 2021, que disciplina a modalidade operacional e as condições aplicáveis à desestatização das Florestas Nacionais de Canela/RS e São Francisco de Paula/RS, nos termos em que foi aprovada pelo Ministro de Estado da Economia e pelo Ministro de Estado do Meio Ambiente, ad referendum do Conselho do Programa de Parcerias de Investimentos - CPPI.",Desestatização,,,
,,,13/05/2021,Biodiversidade,"Opina pela qualificação no âmbito do Programa de Parcerias de Investimentos - PPI das Florestas Nacionais de Três Barras e Chapecó, ambas localizadas no Estado do Santa Catarina, e da Floresta Nacional de Irati, localizada no Estado do Paraná, para fins de concessão florestal.",Resolução,"RESOLUÇÃO CPPI Nº 180, DE 27 DE ABRIL DE 2021","Opina favoravelmente e submete à deliberação do Presidente da República para qualificação, no âmbito do Programa de Parcerias de Investimentos -PPI, das Florestas Nacionais de Três Barras e Chapecó, ambas localizadas no Estado do Santa Catarina, e da Floresta Nacional de Irati, localizada no Estado do Paraná, para fins de concessão florestal.",Desestatização,,,
,,,11/05/2021,Institucional,"Aos agentes econômicos regulados pela ANP, às associações e aos sindicatos das categorias reguladas pela ANP e a toda a sociedade civil que realizará Consulta Pública",Aviso,AVISO DE CONSULTA PÚBLICA Nº 5/2021,"Consulta pública para obter subsídios e informações adicionais sobre minuta de resolução que declara a revogação de atos normativos, para os fins do disposto no Decreto nº 10.139, de 28 de novembro de 2019.",Revisaço,,,
,,,11/05/2021,Desastres,"Reconhecer, por procedimento sumário, a Situação de Emergência no município de Manaus/AM.",Portaria,"PORTARIA Nº 896, DE 10 DE MAIO DE 2021",Reconhece a Situação de Emergência no município de Manaus/AM em decorrência de inundações.,Resposta,,,
,,,11/05/2021,Institucional,"Fica autorizada a transferência temporária dos Gabinetes do Ministro de Estado do Meio Ambiente, do Presidente do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama e do Presidente do Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio",Portaria,"PORTARIA Nº 192, DE 10 DE MAIO DE 2021","Autoriza a transferência temporária dos Gabinetes do Ministro de Estado do Meio Ambiente, do Presidente do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama e do Presidente do Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio, para exercício avançado nas localidades de Altamira, Uruará, Placas, Rurópolis e Itaituba, no Estado do Pará, entre os dias 11 e 15 de maio de 2021, em especial para operações conjuntas com a Força Nacional de Segurança Pública do Ministério da Justiça.",Resposta,,,
,,,11/05/2021,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 891, DE 10 DE MAIO DE 2021","Reconhecer a situação de emergência por (i) Estiagem - Caucaia/CE, Tauá/CE, Caém/BA; (ii) Chuvas intensas - Sinop/MT; (iii) Inundações - Almeirim/PA.",Resposta,,,
,,,11/05/2021,Pesca,Consulta Pública sobre a Matriz de Modalidades de Pesca para a concessão de Permissão Prévia de Pesca e Autorização de Pesca para embarcações de pesca brasileiras para o uso sustentável dos recursos pesqueiros,Portaria,"PORTARIA SAP/MAPA Nº 159, DE 10 DE MAIO DE 2021","Submete à Consulta Pública, até 10 de julho de 2021, proposta de Portaria que estabelece a Matriz de Modalidades de Pesca para a concessão de Permissão Prévia de Pesca e Autorização de Pesca para embarcações de pesca para o uso sustentável dos recursos pesqueiros.",Regulação,,,
,,,11/05/2021,Institucional,"Aprovar as Metas Globais para o 10° Ciclo de Avaliação de Desempenho Institucional, que se inicia no dia 1° maio de 2020 e termina no dia 30 de abril de 2021",Portaria,"PORTARIA Nº 664, DE 7 DE MAIO DE 2021","Aprova as metas de desenho institucional do INCRA, incluindo o número de documentos expedidos para Titulação, Concessão e Destinação de Imóveis Rurais em Projetos de Assentamento, sendo que a meta para esse item é de 50.242 documentos expedidos.",Planejamento,,,
,,,10/05/2021,Terras,"Revoga a Instrução Normativa Conjunta Incra/RFB nº 1, de 18 de agosto de 2016, e as Instruções Normativas Conjuntas RFB/Incra nº 1.724, de 31 de julho de 2017, e nº 1.807, de 23 de maio de 2018",Instrução Normativa,"INSTRUÇÃO NORMATIVA CONJUNTA RFB/INCRA Nº 2.025, DE 7 DE MAIO DE 2021",Revoga instruções relacionadas à obrigatoriedade de vinculação de imóveis inscritos no Sistema Nacional de Cadastro Rural (SNCR) e no Cadastro de Imóveis Rurais (Cafir) para fins de estruturação do Cadastro Nacional de Imóveis Rurais (CNIR).,Revogaço,,,
,,,10/05/2021,Desastres,"Reconhecer, por procedimento sumário, a Situação de Emergência no município Manaus/AM, conforme Decreto n°5.078, de 06 de maio de 2021, em decorrência de inundações, COBRADE - 1.2.1.0.0.",Portaria,"PORTARIA Nº 884, DE 7 DE MAIO DE 2021","Reconhece a situação de emergência no município Manaus/AM, conforme Decreto n°5.078, de 06 de maio de 2021, em decorrência de inundações.",Resposta,,,
,,,10/05/2021,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 879, DE 7 DE MAIO DE 2021","Reconhece a situação de emergência em 7 municípios, por estiagem, vendaval e inundação.",Resposta,,,
,,,10/05/2021,Institucional,Define os Eixos de Suporte para a Gestão e Governança do Programa SPU+,Portaria,"PORTARIA SPU/ME Nº 5.302, DE 7 DE MAIO DE 2021","Define a coordenação geral dos Eixos de Suporte, que fica atribuída ao Secretário Adjunto de Coordenação e Governança do Patrimônio da União.",Regulação,,,
,,,10/05/2021,Indígena,"Prorroga o prazo de validade do Grupo de Trabalho instituído visando a revisão e a consolidação dos atos normativos inferiores a decreto, no âmbito da Fundação Nacional do Índio.",Portaria,"PORTARIA FUNAI Nº 324, DE 4 DE MAIO DE 2021","Prorroga por 180 (cento e oitenta) dias, o prazo para conclusão dos trabalhos do Grupo de Trabalho-GT, instituído pela Portaria nº 485/PRES, de 30 de março de 2020, prorrogado pela Portaria nº 1076/PRES, de 22 de setembro de 2020, publicada no Boletim de Serviço da Funai nº 184 de 25 de setembro de 2020.",Neutro,,,
,,,10/05/2021,Meio Ambiente,"Revoga Portaria n. 01, de 23 de abril de 2021 e aprova Orientação Jurídica Normativa PFE/ICMBIO n. 26/2021 (Proc. nº 00810.001018/2020-46).",Portaria,"PORTARIA PFE/ICMBIO Nº 2, DE 6 DE MAIO DE 2021",Aprova a Orientação Jurídica Normativa sobre o tema da demolição no âmbito do ICMBio,Neutro,,,
,,,07/05/2021,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 850, DE 5 DE MAIO DE 2021","Reconhece a situação de emergência por (i) Estiagem - Bom Jesus da Serra/BA, Marcionílio Souza/BA, Aiuaba/CE, Vila Nova do Piauí/PI, Riacho da Cruz/RN; (ii) Granizo - São Domingos do Norte/ES; (iii) Chuvas Intensas - Jacareacanga/PA.",Resposta,,,
,,,07/05/2021,Institucional,Tornar público os processos seletivos do ano de 2021 para provimento de Agente Temporário Ambiental,Portaria,"PORTARIA Nº 257, DE 23 DE ABRIL DE 2021",Torna público os processos seletivos do ano de 2021 para provimento de Agente Temporário Ambiental nas Unidades de Conservação que constam na listagem anexa.,Neutro,,,
,,,07/05/2021,Institucional,"Estabelece atribuições à Centrais Elétricas Brasileiras S.A - Eletrobras, necessárias ao processo de desestatização de que trata a Medida Provisória nº 1.031, de 23 de fevereiro de 2021.",Resolução,"RESOLUÇÃO CPPI Nº 176, DE 27 DE ABRIL DE 2021","Estabelece que cabe à Centrais Elétricas Brasileiras S.A - Eletrobras realizar a emissão e a oferta pública de ações após a conversão em lei da Medida Provisória nº 1.031, de 23 de fevereiro de 2021. Determina que o processo de capitalização deverá adotar as normas e as práticas aplicadas ao mercado de valores mobiliários, especialmente quanto à definição de preços de emissão e alienação de ações e à divulgação de informações ao mercado e ao público.",Desestatização,,,
,,,06/05/2021,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 841, DE DE MAIO DE 2021","Reconhece a situação de emergência por estiagem, chuvas intensas, seca e granizo em 7 municípios.",Resposta,,,
,,,06/05/2021,Energia,"Estabelecer, nos termos desta Portaria, as Diretrizes para a realização do Leilão de Compra de Energia Elétrica Proveniente de Novos Empreendimentos de Geração, denominado Leilão de Energia Nova ""A-5"", de 2021",Portaria,"PORTARIA NORMATIVA Nº 10, DE 30 DE ABRIL DE 2021","Estabelece as diretrizes para o Leilão de Compra de Energia Elétrica Proveniente de Novos Empreendimentos de Geração, denominado Leilão de Energia Nova ""A-5"", de 2021, que será realizado em 30 de setembro de 2021.",Regulação,,,
,,,06/05/2021,Energia,"Aprovar o Sistema de Informações Energéticas do Brasil - SIE Brasil, com o objetivo de gerenciamento e disseminação de informações de oferta e demanda de energia, instalações energéticas, recursos e reservas, preços de energéticos, equipamentos de consumo, produção industrial, eficiência, demografia, economia, emissões de partículas e prospectiva, além de informações legais e documentais.",Portaria,"PORTARIA NORMATIVA Nº 12, DE 3 DE MAIO DE 2021","Aprova o Sistema de Informações Energéticas do Brasil - SIE Brasil, que tem como objetivo o gerenciamento de informações de oferta e demanda de energia, instalações energéticas, recursos e reservas, preços de energéticos, equipamentos de consumo, produção industrial, eficiência, demografia, economia, emissões de partículas e prospectiva, além de informações legais e documentais.A Secretaria de Planejamento e Desenvolvimento Energético coordenerá os procedimentos relacionados ao SIE Brasil.",Regulação,,,
,,,06/05/2021,Marinho,Dispõe sobre o Programa Ciência no Mar.,Portaria,"PORTARIA MCTI Nº 4.719, DE 5 DE MAIO DE 2021","Define os objetivos do Programa Ciência do Mar e cria o Comitê de Assessoramento do Programa Ciência no Mar. Dentre os objetivos destacam-se: apoiar políticas públicas com base em evidências geradas pelas ciências do mar; coordenar iniciativas nacionais no âmbito da Década da Ciência Oceânica para o Desenvolvimento Sustentável das Nações Unidas 2021-2030, como ponto focal científico junto à Comissão Oceanográfica Intergovernamental - COI e subsidiar iniciativas alinhadas com a Agenda 2030 da ONU, em especial aquelas relacionadas com o alcance dos resultados previstos no Objetivo de Desenvolvimento Sustentável 14 que trata da conservação e uso sustentável dos oceanos, dos mares e dos recursos marinhos para o desenvolvimento sustentável. O Comitê será composto por um representante do Ministério da Ciência, Tecnologia e Inovações, que o coordenará; Instituto Nacional de Pesquisas Espaciais; Conselho Nacional de Desenvolvimento Científico e Tecnológico; e Financiadora e Estudos e Projetos - FINEP.",Planejamento,,,
,,,05/05/2021,Institucional,"Altera o Decreto nº 10.609, de 26 de janeiro de 2021, para modificar a composição do Fórum Nacional de Modernização do Estado.",Decreto,"DECRETO Nº 10.694, DE 4 DE MAIO DE 2021","Altera a composição do Fórum Nacional de Modernização do Estado, incluindo a Secretaria de Governo da Presidência da República; Advocacia-Geral da União; e Secretaria Especial de Modernização do Estado da Secretaria-Geral da Presidência da República.",Neutro,,,
,,,05/05/2021,Energia,Dispõe sobre a qualificação das usinas hidrelétricas planejadas UHE Ercilândia e UHE Apertados no âmbito do Programa de Parcerias de Investimentos da Presidência da República.,Decreto,"DECRETO Nº 10.693, DE 4 DE MAIO DE 2021","Qualifica, no Programa de Parcerias de Investimentos da Presidência da República - PPI, as usinas hidrelétricas planejadas UHE Ercilândia e UHE Apertados, localizadas no Estado do Paraná, para fins de apoio ao licenciamento ambiental e de outras medidas necessárias à sua viabilização.",Desestatização,,,
,,,05/05/2021,Biodiversidade,Comunica a realização da audiência pública prévia ao Edital de Licitação para Concessão Florestal da Floresta Nacional do Amana - Lote III.,Aviso,AVISO DE AUDIÊNCIA PÚBLICA,"Comunica a realização da audiência pública prévia ao Edital de Licitação para Concessão Florestal da Floresta Nacional do Amana - Lote III. As audiências serão realizadas no dia 20/05/2021, no município de Jacareacanga/Pará, e no dia 21/05/2021, no município de Itaituba, Pará. As salas presenciais deverão priorizar a participação de comunidades tradicionais e indígenas que não possuem acesso à internet, tanto em Jacareacanga, como em Itaituba.O processo de concessão de FLONA Amana teve início em 2010.",Desestatização,,,
,,,04/05/2021,Mineração,"Dispõe sobre as regras referentes ao Plano de Fechamento de Mina - PFM e revoga as Normas Reguladoras da Mineração nº 20.4 e nº 20.5, aprovadas pela Portaria DNPM nº 237, de 18 de outubro de 2001.",Resolução,"RESOLUÇÃO ANM Nº 68, DE 30 DE ABRIL DE 2021","Estabelece que os empreendimentos minerários com títulos autorizativos de lavra vigentes e em operação deverão apresentar, no prazo de 12 (doze) meses contados da publicação desta Resolução, um Plano de Fechamento de Mina (PFM) atualizado, sendo que os empreendimentos minerários com título autorizativo de lavra, que tenham apresentado pedido de prorrogação de início das atividades de lavra ou pedido de suspensão de lavra, em análise ou autorizado, terão o prazo de 24 (vinte e quatro) meses para apresentação do PFM, a partir da entrada em vigor desta Resolução. Estabelece também os documentos necessários parao PFM. O PFM deverá ser atualizado a cada 5 (cinco) anos ou nas atualizações do Plano de Aproveitamento Econômico (PAE), o que ocorrer primeiro, apresentando as alterações ocorridas no plano nesse período.",Regulação,,,
,,,04/05/2021,Institucional,"Autorizar o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA) a contratar por tempo determinado, nos termos desta Portaria",Portaria,"PORTARIA CONJUNTA SEDGG/ME-MMA Nº 48, DE 3 DE MAIO DE 2021","Autoriza o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA) a contratar por tempo determinado, nos termos desta Portaria, o quantitativo máximo de 1.659 (mil, seiscentos e cinquenta e nove) profissionais para atender a necessidade temporária de excepcional interesse público na forma do inciso IX do art. 2º da Lei 8.745, de 9 de dezembro de 1993 ( combate a emergências ambientais, na hipótese de declaração, pelo Ministro de Estado do Meio Ambiente, da existência de emergência ambiental na região específica). Os profissionais poderão ser contratados a partir de maio de 2021 para o atendimento de emergências ambientais, sendo que o prazo de validade dos contratos será de até seis meses.",Planejamento,,,
,,,04/05/2021,Desastres,"Institui o Cadastro Nacional de Municípios com Áreas Suscetíveis à Ocorrência de Deslizamentos de Grande Impacto, Inundações Bruscas ou Processos Geológicos ou Hidrológicos Correlatos.",Decreto,"DECRETO Nº 10.692, DE 3 DE MAIO DE 2021","Institui o Cadastro Nacional de Municípios com Áreas Suscetíveis à Ocorrência de Deslizamentos de Grande Impacto, Inundações Bruscas ou Processos Geológicos ou Hidrológicos Correlatos, que tem a finalidade de dar publicidade às informações relativas aos Municípios inscritos sobre a evolução das ocupações em áreas suscetíveis à ocorrência de deslizamentos de grande impacto, inundações bruscas ou processos geológicos ou hidrológicos correlatos nos Municípios. A inscrição de Municípios no Cadastro Nacional de que trata este Decreto ocorrerá por meio de: I - solicitação do Município; ou II - indicação do Estado ou da União. Estabelece, também, obrigações àqueles que se inscreverem no Cadastro Nacional.",Planejamento,,,
,,,04/05/2021,Pesca,"Altera a Portaria nº 106, de 7 de abril de 2021 da Secretaria de Aquicultura e Pesca do Ministério da Agricultura, Pecuária e Abastecimento",Portaria,"PORTARIA SAP/MAPA Nº 153, DE 3 DE MAIO DE 2021","Fica alterado o art. 5º da Portaria nº 106, de 7 de abril de 2021 da Secretaria de Aquicultura e Pesca do MAPA, que trata sobre a cota de captura da tainha.",Flexibilização,,,
,,,03/05/2021,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE.,Portaria,"PORTARIA Nº 818, DE 30 DE ABRIL DE 2021",Reconhece a situação de emergência por Chuvas Intensas em Itaguaçu/ES.,Resposta,,,
,,,03/05/2021,Indígena,"Dispõe sobre a prorrogação do emprego da Força Nacional de Segurança Pública - FNSP, em apoio à Fundação Nacional do Índio.",Portaria,"PORTARIA MJSP Nº 202, DE 30 DE ABRIL DE 2021","Autoriza a prorrogação do emprego da Força Nacional de Segurança Pública, em apoio à Fundação Nacional do Índio, nas atividades e nos serviços imprescindíveis à preservação da ordem pública e da incolumidade das pessoas e do patrimônio, em caráter episódico e planejado, a contar de 1º de maio de 2021 a 30 de junho de 2021, nas barreiras previstas no ""Plano de Barreiras Sanitárias para os Povos Indígenas Isolados e de Recente Contato"", no âmbito da Arguição de Descumprimento de Preceito Fundamental nº 709/DF, na Terra Indígena Enawenê-Nawê, situada no Município de Juína - MT, mediante as atuações que se fizerem necessárias ao cumprimento desta finalidade.",Resposta,,,
,,,03/05/2021,Institucional,Institui as Orientações Jurídicas Normativas relativas ao processamento de feitos relacionados a possíveis faltas funcionais,Portaria,"PORTARIA CONJUNTA Nº 2, DE 23 DE MARÇO DE 2021","Institui as Orientações Jurídicas Normativas relativas ao processamento de feitos relacionados a possíveis faltas funcionais, sendo de observância obrigatória por parte dos agentes públicos do ICMBio e da Procuradoria Federal Especializada junto ao ICMBio.",Neutro,,,
,,,30/04/2021,Transporte,"Institui no âmbito do Ministério da Infraestrutura e de suas entidades vinculadas o Programa de Modernização de Rodovias Federais, denominado inov@BR.",Portaria,"PORTARIA Nº 512, DE 29 DE ABRIL DE 2021","Institui no âmbito do Ministério da Infraestrutura e de suas entidades vinculadas o Programa de Modernização de Rodovias Federais. O programa foca em ações que visam a redução do número e grau de severidade de acidentes, além de solucionar pontos críticos de travessia urbana, existentes ou potenciais.",Regulação,,,
,,,30/04/2021,Biodiversidade,Alteração no Plano de Manejo da Plano de Manejo da APA de Fernando de Noronha - Rocas - São Pedro e São Paulo. (Processo n° 02124.001923/2018-45,Portaria,"PORTARIA Nº 242, DE 20 DE ABRIL DE 2021","Retira a necessidade de autorização do ICMBio para empreendimentos ou atividades localizados integralmente na Zona Urbana da APA, conforme o zoneamento apresentado no plano de manejo, incluindo as atividades de construção ou a reforma de imóvel com mais de 450 m² que no Plano de Manejo original necessitavam de autorização prévia do órgão.",Flexibilização,,,
,,,29/04/2021,Amazônia,"Dispõe sobre o emprego da Força Nacional de Segurança Pública - FNSP, em apoio ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama, do Ministério do Meio Ambiente, na Amazônia Legal.",Portaria,"PORTARIA MJSP Nº 197, DE 27 DE ABRIL DE 2021","Autoriza o emprego da Força Nacional de Segurança Pública em apoio ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama, nas ações de fiscalização e de repressão ao desmatamento ilegal e demais crimes ambientais, e de combate aos incêndios florestais e queimadas, na área que compreende a Amazônia Legal, por duzentos e sessenta dias, a contar da publicação desta Portaria, com possibilidade de prorrogação.",Resposta,,,
,,,29/04/2021,Institucional,Institui o modelo de gestão estratégica do Ibama e estabelece os indicadores estratégicos e metas referentes ao Planejamento Estratégico 2020/2023.,Portaria,"PORTARIA Nº 964, DE 27 DE ABRIL DE 2021",Institui o modelo de gestão estratégica e publica os indicadores estratégicos e metas no âmbito do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA) referentes ao Planejamento Estratégico Integrado do Ministério do Meio Ambiente e de suas entidades vinculadas para 2020 a 2023.,Regulação,,,
,,,28/04/2021,Desastres,Reconhece situação de emergência em municípios do Estado de Pernambuco/PE,Portaria,"PORTARIA Nº 775, DE 26 DE ABRIL DE 2021","Reconhece em decorrência de ESTIAGEM, COBRADE: 1.4.1.1.0, a situação de emergência nos 55 municípios do estado de Pernambuco.",Resposta,,,
,,,28/04/2021,Institucional,"Dispõe sobre a contratação temporária prevista no art. 12 da Lei nº 7.957, de 20 de dezembro de 1989, nos termos do Processo SEI nº 02070.005256/2018-42.",Instrução Normativa,"INSTRUÇÃO NORMATIVA Nº 1/2021/GABIN/ICMBIO, DE 23 DE ABRIL DE 2021","Regulamenta a contratação temporária dos agentes ambientais temporários que são entendidos como pessoa contratada temporariamente, após aprovação em processo seletivo simplificado, para desempenhar as atividades previstas no art. 12 da Lei nº 7.957/1989.",Regulação,,,
,,,28/04/2021,Meio Ambiente,"Altera a Instrução Normativa Conjunta MMA/IBAMA/ICMBIO nº 1, de 12 de abril de 2021",Instrução Normativa,"INSTRUÇÃO NORMATIVA CONJUNTA MMA/IBAMA/ICMBIO Nº 2, DE 26 DE ABRIL DE 2021","Altera a Instrução Normativa Conjunta MMA/IBAMA/ICMBIO nº 1, de 12 de abril de 2021 relativa a apuração de infrações administrativas ambientais em um ponto que travava o sistema o sistema do IBAMA e foi, entre tantos outros, reinvinidicado pelos servidores do órgão. A mudança diz respeito à inversão entre emissão de relatório e lavratura de auto de infração, agora a lavratura do auto de infração antecede a elaboração do Relatório que deverá ser elaborado em até 10 (dez) dias da lavratura do auto de infração. Também foi retirado prazo de 5 dias para a autoridade hierarquicamente superiora solicitar correções e as complementações necessárias ao agente autuante.",Recuo,,,
